miRNA_1	miRNA_2	bifan_target_1	bifan_target_2
MIR550A1	MIR550A2	GNS	ARSB
MIR550A1	MIR550A2	SMAD4	SMAD5
MIR550A1	MIR550A2	TRIM37	TRIM9
MIR550A1	MIR550A2	TRIM37	TRIM44
MIR550A1	MIR550A2	HERC3	HECTD1
MIR550A1	MIR550A2	VLDLR	LRP1B
MIR550A1	MIR550A2	DTNA	SPTBN1
MIR550A1	MIR550A2	DTNA	DST
MIR550A1	MIR550A2	DTNA	DMD
MIR550A1	MIR550A2	PTPN3	PTPN21
MIR550A1	MIR550A2	HUNK	PRKAA2
MIR550A1	MIR550A2	ZNF562	ZNF552
MIR550A1	MIR550A2	GNAZ	GNAO1
MIR550A1	MIR550A2	KLF6	KLF8
MIR550A1	MIR550A2	MYH10	MYO1E
MIR550A1	MIR550A2	ZNF708	ZNF510
MIR550A1	MIR550A2	ZNF708	RBAK
MIR550A1	MIR550A2	ZNF708	ZNF493
MIR550A1	MIR550A2	ZNF708	ZNF655
MIR550A1	MIR550A2	ITGA2	ITGA1
MIR550A1	MIR550A2	CMTM4	PLLP
MIR550A1	MIR550A2	HIVEP1	ZNF516
MIR550A1	MIR550A2	HIVEP1	BCL11B
MIR550A1	MIR550A2	PCDH20	PCDH9
MIR550A1	MIR550A2	DTNB	SPTBN1
MIR550A1	MIR550A2	DTNB	DST
MIR550A1	MIR550A2	DTNB	DMD
MIR550A1	MIR550A2	SYNCRIP	ELAVL1
MIR550A1	MIR550A2	MEGF8	ATRN
MIR550A1	MIR550A2	ZNF510	RBAK
MIR550A1	MIR550A2	ZNF510	ZNF493
MIR550A1	MIR550A2	ZNF510	ZNF655
MIR550A1	MIR550A2	HEPHL1	NRXN1
MIR550A1	MIR550A2	PLAG1	REST
MIR550A1	MIR550A2	RPS6KB1	RPS6KA1
MIR550A1	MIR550A2	ERBIN	LRRC27
MIR550A1	MIR550A2	SYT4	SYT9
MIR550A1	MIR550A2	ADCY1	NPR3
MIR550A1	MIR550A2	CDK6	CDK14
MIR550A1	MIR550A2	CDK6	CDK13
MIR550A1	MIR550A2	CDK6	PRPF4B
MIR550A1	MIR550A2	YTHDC1	YTHDF3
MIR550A1	MIR550A2	PAK3	STK4
MIR550A1	MIR550A2	PAK3	OXSR1
MIR550A1	MIR550A2	RFX3	RFX7
MIR550A1	MIR550A2	NTRK3	MET
MIR550A1	MIR550A2	NTRK3	PDGFRA
MIR550A1	MIR550A2	ZNF516	BCL11B
MIR550A1	MIR550A2	HIPK1	DYRK2
MIR550A1	MIR550A2	HIPK1	DYRK1A
MIR550A1	MIR550A2	ECHDC2	ECHDC1
MIR550A1	MIR550A2	TRIM44	TRIM9
MIR550A1	MIR550A2	DHFR2	DHFR
MIR550A1	MIR550A2	MGA	TBR1
MIR550A1	MIR550A2	GABRB3	GABRA4
MIR550A1	MIR550A2	MTM1	MTMR7
MIR550A1	MIR550A2	MTM1	MTMR4
MIR550A1	MIR550A2	DDX17	DDX24
MIR550A1	MIR550A2	MAGEA9B	MAGEA9
MIR550A1	MIR550A2	MAGEA9B	MAGEA6
MIR550A1	MIR550A2	MAGEA9B	MAGEA12
MIR550A1	MIR550A2	MAGEA9B	MAGEA3
MIR550A1	MIR550A2	PNRC2	PNRC1
MIR550A1	MIR550A2	SETD2	KMT2C
MIR550A1	MIR550A2	SETD2	NSD2
MIR550A1	MIR550A2	SETD2	KMT2A
MIR550A1	MIR550A2	SETD2	NSD3
MIR550A1	MIR550A2	SETD2	SETBP1
MIR550A1	MIR550A2	PBX1	MEIS1
MIR550A1	MIR550A2	MAGEA9	MAGEA6
MIR550A1	MIR550A2	MAGEA9	MAGEA12
MIR550A1	MIR550A2	MAGEA9	MAGEA3
MIR550A1	MIR550A2	NPAS3	HIF3A
MIR550A1	MIR550A2	PCDH8	PCDH17
MIR550A1	MIR550A2	MET	PDGFRA
MIR550A1	MIR550A2	MET	NTRK2
MIR550A1	MIR550A2	SOX4	SOX2
MIR550A1	MIR550A2	RBAK	ZNF493
MIR550A1	MIR550A2	RBAK	ZNF655
MIR550A1	MIR550A2	PRTG	DSCAML1
MIR550A1	MIR550A2	PPP2R5E	PPP2R5C
MIR550A1	MIR550A2	NSD3	KMT2C
MIR550A1	MIR550A2	NSD3	KMT2A
MIR550A1	MIR550A2	NSD3	SETBP1
MIR550A1	MIR550A2	RAP1A	RAP2C
MIR550A1	MIR550A2	MTMR7	MTMR4
MIR550A1	MIR550A2	ZNF493	ZNF655
MIR550A1	MIR550A2	RAB18	RAB21
MIR550A1	MIR550A2	RAB18	RAB5B
MIR550A1	MIR550A2	CDK14	CDK13
MIR550A1	MIR550A2	CDK14	PRPF4B
MIR550A1	MIR550A2	CACNA1B	SCN11A
MIR550A1	MIR550A2	HTR2C	HTR5A
MIR550A1	MIR550A2	MAGEA12	MAGEA6
MIR550A1	MIR550A2	MAGEA12	MAGEA3
MIR550A1	MIR550A2	NSD2	KMT2C
MIR550A1	MIR550A2	NSD2	KMT2A
MIR550A1	MIR550A2	NSD2	SETBP1
MIR550A1	MIR550A2	OXSR1	STK4
MIR550A1	MIR550A2	NTRK2	PDGFRA
MIR550A1	MIR550A2	KCNQ5	KCNF1
MIR550A1	MIR550A2	CXCR1	CX3CR1
MIR550A1	MIR550A2	SOX11	SOX2
MIR550A1	MIR550A2	MAGEA6	MAGEA3
MIR550A1	MIR550A2	USP1	USP3
MIR550A1	MIR550A2	KMT2C	KMT2A
MIR550A1	MIR550A2	KMT2C	SETBP1
MIR550A1	MIR550A2	BRD3	BAZ2B
MIR550A1	MIR550A2	DST	SPTBN1
MIR550A1	MIR550A2	DST	DMD
MIR550A1	MIR550A2	TBC1D17	TBC1D2B
MIR550A1	MIR550A2	SPTBN1	DMD
MIR550A1	MIR550A2	RAB5B	RAB21
MIR550A1	MIR550A2	DYRK1A	DYRK2
MIR550A1	MIR550A2	KMT2A	SETBP1
MIR550A1	MIR550A2	PRPF4B	CDK13
MIR550A1	MIR550A3	NPAS3	HIF3A
MIR550A1	MIR550A3	HIVEP1	ZNF516
MIR550A1	MIR550A3	HIVEP1	BCL11B
MIR550A1	MIR550A3	ZNF705A	ZNF763
MIR550A1	MIR550A3	SYNCRIP	ELAVL1
MIR550A1	MIR550A3	PCDH8	PCDH17
MIR550A1	MIR550A3	MAPK6	MAPK14
MIR550A1	MIR550A3	IGF1R	PDGFRA
MIR550A1	MIR550A3	IGF1R	NTRK2
MIR550A1	MIR550A3	THRB	PPARA
MIR550A1	MIR550A3	MYO1E	MYH10
MIR550A1	MIR550A3	KMT2C	KMT2A
MIR550A1	MIR550A3	KMT2C	SETD2
MIR550A1	MIR550A3	RAP1A	RAP2C
MIR550A1	MIR550A3	BRD3	KAT2A
MIR550A1	MIR550A3	MTMR7	MTM1
MIR550A1	MIR550A3	RAB18	RAB21
MIR550A1	MIR550A3	RAB18	RAB5B
MIR550A1	MIR550A3	ERBIN	LRRC27
MIR550A1	MIR550A3	CDK6	CDK13
MIR550A1	MIR550A3	CDK6	PRPF4B
MIR550A1	MIR550A3	PAK3	STK4
MIR550A1	MIR550A3	HTR2C	HTR5A
MIR550A1	MIR550A3	GNAI3	GNAO1
MIR550A1	MIR550A3	DNAJC24	DNAJC16
MIR550A1	MIR550A3	RAB5B	RAB21
MIR550A1	MIR550A3	BCL11B	ZNF516
MIR550A1	MIR550A3	DYRK1A	DYRK2
MIR550A1	MIR550A3	ARSB	GNS
MIR550A1	MIR550A3	TRIM44	TRIM9
MIR550A1	MIR550A3	DHFR2	DHFR
MIR550A1	MIR550A3	KMT2A	SETD2
MIR550A1	MIR550A3	NTRK2	PDGFRA
MIR550A1	MIR550A3	PRPF4B	CDK13
MIR550A1	MIR550B2	CCNJL	CCNA2
MIR550A1	MIR550B2	KIF5C	KIF2A
MIR550A1	MIR550B2	ZNF705A	ZNF763
MIR550A1	MIR550B2	MOB3B	MOB4
MIR550A1	MIR550B2	MAPK6	NLK
MIR550A1	MIR550B2	MAPK6	MAPK14
MIR550A1	MIR550B2	IGF1R	MET
MIR550A1	MIR550B2	IGF1R	PDGFRA
MIR550A1	MIR550B2	IGF1R	NTRK3
MIR550A1	MIR550B2	IGF1R	NTRK2
MIR550A1	MIR550B2	THRB	PPARA
MIR550A1	MIR550B2	RAB34	RAB21
MIR550A1	MIR550B2	RAB34	RAB18
MIR550A1	MIR550B2	RAB34	RAB5B
MIR550A1	MIR550B2	PHC3	MBTD1
MIR550A1	MIR550B2	GNAI3	GNAO1
MIR550A1	MIR550B2	GNAI3	GNAZ
MIR550A1	MIR550B2	NLK	MAPK14
MIR550A1	MIR550B2	SCN1A	CACNA1B
MIR550A1	MIR550B2	DNAJC24	DNAJC16
MIR550A1	MIR550B2	USP27X	USP3
MIR550A1	MIR550B2	USP27X	USP25
MIR550A1	MIR550B2	USP27X	USP1
MIR550A1	MIR550B2	USP25	USP3
MIR550A1	MIR550B2	USP25	USP1
MIR550A1	MIR550B2	CIT	ROCK1
MIR550A1	MIR550B2	KAT2A	BAZ2B
MIR550A1	MIR550B2	KAT2A	BRD3
MIR550A1	MIR550B2	ACTN1	SPTBN1
MIR550A1	MIR550B2	ACTN1	DTNA
MIR550A1	MIR550B2	ACTN1	DTNB
MIR550A1	MIR550B2	ACTN1	DST
MIR550A1	MIR550B2	ACTN1	DMD
MIR550A1	MIR550B2	MAGEA4	MAGEA9
MIR550A1	MIR550B2	MAGEA4	MAGEA6
MIR550A1	MIR550B2	MAGEA4	MAGEA12
MIR550A1	MIR550B2	MAGEA4	MAGEA3
MIR550A1	MIR550B2	MAGEA4	MAGEA9B
MIR550A1	MIR550B2	SYNJ2	INPP5K
MIR550A1	MIR550B2	SEMA4C	SEMA3D
MIR550A1	MIR550B2	GNS	ARSB
MIR550A1	MIR550B2	SMAD4	SMAD5
MIR550A1	MIR550B2	TRIM37	TRIM9
MIR550A1	MIR550B2	TRIM37	TRIM44
MIR550A1	MIR550B2	HERC3	HECTD1
MIR550A1	MIR550B2	VLDLR	LRP1B
MIR550A1	MIR550B2	DTNA	SPTBN1
MIR550A1	MIR550B2	DTNA	DST
MIR550A1	MIR550B2	DTNA	DMD
MIR550A1	MIR550B2	PTPN3	PTPN21
MIR550A1	MIR550B2	HUNK	PRKAA2
MIR550A1	MIR550B2	ZNF562	ZNF552
MIR550A1	MIR550B2	GNAZ	GNAO1
MIR550A1	MIR550B2	KLF6	KLF8
MIR550A1	MIR550B2	MYH10	MYO1E
MIR550A1	MIR550B2	ZNF708	ZNF510
MIR550A1	MIR550B2	ZNF708	RBAK
MIR550A1	MIR550B2	ZNF708	ZNF493
MIR550A1	MIR550B2	ZNF708	ZNF655
MIR550A1	MIR550B2	ITGA2	ITGA1
MIR550A1	MIR550B2	CMTM4	PLLP
MIR550A1	MIR550B2	HIVEP1	ZNF516
MIR550A1	MIR550B2	HIVEP1	BCL11B
MIR550A1	MIR550B2	PCDH20	PCDH9
MIR550A1	MIR550B2	DTNB	SPTBN1
MIR550A1	MIR550B2	DTNB	DST
MIR550A1	MIR550B2	DTNB	DMD
MIR550A1	MIR550B2	SYNCRIP	ELAVL1
MIR550A1	MIR550B2	MEGF8	ATRN
MIR550A1	MIR550B2	ZNF510	RBAK
MIR550A1	MIR550B2	ZNF510	ZNF493
MIR550A1	MIR550B2	ZNF510	ZNF655
MIR550A1	MIR550B2	HEPHL1	NRXN1
MIR550A1	MIR550B2	PLAG1	REST
MIR550A1	MIR550B2	RPS6KB1	RPS6KA1
MIR550A1	MIR550B2	ERBIN	LRRC27
MIR550A1	MIR550B2	SYT4	SYT9
MIR550A1	MIR550B2	ADCY1	NPR3
MIR550A1	MIR550B2	CDK6	CDK14
MIR550A1	MIR550B2	CDK6	CDK13
MIR550A1	MIR550B2	CDK6	PRPF4B
MIR550A1	MIR550B2	YTHDC1	YTHDF3
MIR550A1	MIR550B2	PAK3	STK4
MIR550A1	MIR550B2	PAK3	OXSR1
MIR550A1	MIR550B2	RFX3	RFX7
MIR550A1	MIR550B2	NTRK3	MET
MIR550A1	MIR550B2	NTRK3	PDGFRA
MIR550A1	MIR550B2	ZNF516	BCL11B
MIR550A1	MIR550B2	HIPK1	DYRK2
MIR550A1	MIR550B2	HIPK1	DYRK1A
MIR550A1	MIR550B2	ECHDC2	ECHDC1
MIR550A1	MIR550B2	TRIM44	TRIM9
MIR550A1	MIR550B2	DHFR2	DHFR
MIR550A1	MIR550B2	MGA	TBR1
MIR550A1	MIR550B2	GABRB3	GABRA4
MIR550A1	MIR550B2	MTM1	MTMR7
MIR550A1	MIR550B2	MTM1	MTMR4
MIR550A1	MIR550B2	DDX17	DDX24
MIR550A1	MIR550B2	MAGEA9B	MAGEA9
MIR550A1	MIR550B2	MAGEA9B	MAGEA6
MIR550A1	MIR550B2	MAGEA9B	MAGEA12
MIR550A1	MIR550B2	MAGEA9B	MAGEA3
MIR550A1	MIR550B2	PNRC2	PNRC1
MIR550A1	MIR550B2	SETD2	KMT2C
MIR550A1	MIR550B2	SETD2	NSD2
MIR550A1	MIR550B2	SETD2	KMT2A
MIR550A1	MIR550B2	SETD2	NSD3
MIR550A1	MIR550B2	SETD2	SETBP1
MIR550A1	MIR550B2	PBX1	MEIS1
MIR550A1	MIR550B2	MAGEA9	MAGEA6
MIR550A1	MIR550B2	MAGEA9	MAGEA12
MIR550A1	MIR550B2	MAGEA9	MAGEA3
MIR550A1	MIR550B2	NPAS3	HIF3A
MIR550A1	MIR550B2	PCDH8	PCDH17
MIR550A1	MIR550B2	MET	PDGFRA
MIR550A1	MIR550B2	MET	NTRK2
MIR550A1	MIR550B2	SOX4	SOX2
MIR550A1	MIR550B2	RBAK	ZNF493
MIR550A1	MIR550B2	RBAK	ZNF655
MIR550A1	MIR550B2	PRTG	DSCAML1
MIR550A1	MIR550B2	PPP2R5E	PPP2R5C
MIR550A1	MIR550B2	NSD3	KMT2C
MIR550A1	MIR550B2	NSD3	KMT2A
MIR550A1	MIR550B2	NSD3	SETBP1
MIR550A1	MIR550B2	RAP1A	RAP2C
MIR550A1	MIR550B2	MTMR7	MTMR4
MIR550A1	MIR550B2	ZNF493	ZNF655
MIR550A1	MIR550B2	RAB18	RAB21
MIR550A1	MIR550B2	RAB18	RAB5B
MIR550A1	MIR550B2	CDK14	CDK13
MIR550A1	MIR550B2	CDK14	PRPF4B
MIR550A1	MIR550B2	CACNA1B	SCN11A
MIR550A1	MIR550B2	HTR2C	HTR5A
MIR550A1	MIR550B2	MAGEA12	MAGEA6
MIR550A1	MIR550B2	MAGEA12	MAGEA3
MIR550A1	MIR550B2	NSD2	KMT2C
MIR550A1	MIR550B2	NSD2	KMT2A
MIR550A1	MIR550B2	NSD2	SETBP1
MIR550A1	MIR550B2	OXSR1	STK4
MIR550A1	MIR550B2	NTRK2	PDGFRA
MIR550A1	MIR550B2	KCNQ5	KCNF1
MIR550A1	MIR550B2	CXCR1	CX3CR1
MIR550A1	MIR550B2	SOX11	SOX2
MIR550A1	MIR550B2	MAGEA6	MAGEA3
MIR550A1	MIR550B2	USP1	USP3
MIR550A1	MIR550B2	KMT2C	KMT2A
MIR550A1	MIR550B2	KMT2C	SETBP1
MIR550A1	MIR550B2	BRD3	BAZ2B
MIR550A1	MIR550B2	DST	SPTBN1
MIR550A1	MIR550B2	DST	DMD
MIR550A1	MIR550B2	TBC1D17	TBC1D2B
MIR550A1	MIR550B2	SPTBN1	DMD
MIR550A1	MIR550B2	RAB5B	RAB21
MIR550A1	MIR550B2	DYRK1A	DYRK2
MIR550A1	MIR550B2	KMT2A	SETBP1
MIR550A1	MIR550B2	PRPF4B	CDK13
MIR550A2	MIR550A3	NPAS3	HIF3A
MIR550A2	MIR550A3	HIVEP1	ZNF516
MIR550A2	MIR550A3	HIVEP1	BCL11B
MIR550A2	MIR550A3	ZNF705A	ZNF763
MIR550A2	MIR550A3	SYNCRIP	ELAVL1
MIR550A2	MIR550A3	PCDH8	PCDH17
MIR550A2	MIR550A3	MAPK6	MAPK14
MIR550A2	MIR550A3	IGF1R	PDGFRA
MIR550A2	MIR550A3	IGF1R	NTRK2
MIR550A2	MIR550A3	THRB	PPARA
MIR550A2	MIR550A3	MYO1E	MYH10
MIR550A2	MIR550A3	KMT2C	KMT2A
MIR550A2	MIR550A3	KMT2C	SETD2
MIR550A2	MIR550A3	RAP1A	RAP2C
MIR550A2	MIR550A3	BRD3	KAT2A
MIR550A2	MIR550A3	MTMR7	MTM1
MIR550A2	MIR550A3	RAB18	RAB21
MIR550A2	MIR550A3	RAB18	RAB5B
MIR550A2	MIR550A3	ERBIN	LRRC27
MIR550A2	MIR550A3	CDK6	CDK13
MIR550A2	MIR550A3	CDK6	PRPF4B
MIR550A2	MIR550A3	PAK3	STK4
MIR550A2	MIR550A3	HTR2C	HTR5A
MIR550A2	MIR550A3	GNAI3	GNAO1
MIR550A2	MIR550A3	DNAJC24	DNAJC16
MIR550A2	MIR550A3	RAB5B	RAB21
MIR550A2	MIR550A3	BCL11B	ZNF516
MIR550A2	MIR550A3	DYRK1A	DYRK2
MIR550A2	MIR550A3	ARSB	GNS
MIR550A2	MIR550A3	TRIM44	TRIM9
MIR550A2	MIR550A3	DHFR2	DHFR
MIR550A2	MIR550A3	KMT2A	SETD2
MIR550A2	MIR550A3	NTRK2	PDGFRA
MIR550A2	MIR550A3	PRPF4B	CDK13
MIR550A2	MIR550B1	CCNJL	CCNA2
MIR550A2	MIR550B1	KIF5C	KIF2A
MIR550A2	MIR550B1	ZNF705A	ZNF763
MIR550A2	MIR550B1	MOB3B	MOB4
MIR550A2	MIR550B1	MAPK6	NLK
MIR550A2	MIR550B1	MAPK6	MAPK14
MIR550A2	MIR550B1	IGF1R	MET
MIR550A2	MIR550B1	IGF1R	PDGFRA
MIR550A2	MIR550B1	IGF1R	NTRK3
MIR550A2	MIR550B1	IGF1R	NTRK2
MIR550A2	MIR550B1	THRB	PPARA
MIR550A2	MIR550B1	RAB34	RAB21
MIR550A2	MIR550B1	RAB34	RAB18
MIR550A2	MIR550B1	RAB34	RAB5B
MIR550A2	MIR550B1	PHC3	MBTD1
MIR550A2	MIR550B1	GNAI3	GNAO1
MIR550A2	MIR550B1	GNAI3	GNAZ
MIR550A2	MIR550B1	NLK	MAPK14
MIR550A2	MIR550B1	SCN1A	CACNA1B
MIR550A2	MIR550B1	DNAJC24	DNAJC16
MIR550A2	MIR550B1	USP27X	USP3
MIR550A2	MIR550B1	USP27X	USP25
MIR550A2	MIR550B1	USP27X	USP1
MIR550A2	MIR550B1	USP25	USP3
MIR550A2	MIR550B1	USP25	USP1
MIR550A2	MIR550B1	CIT	ROCK1
MIR550A2	MIR550B1	KAT2A	BAZ2B
MIR550A2	MIR550B1	KAT2A	BRD3
MIR550A2	MIR550B1	ACTN1	SPTBN1
MIR550A2	MIR550B1	ACTN1	DTNA
MIR550A2	MIR550B1	ACTN1	DTNB
MIR550A2	MIR550B1	ACTN1	DST
MIR550A2	MIR550B1	ACTN1	DMD
MIR550A2	MIR550B1	MAGEA4	MAGEA9
MIR550A2	MIR550B1	MAGEA4	MAGEA6
MIR550A2	MIR550B1	MAGEA4	MAGEA12
MIR550A2	MIR550B1	MAGEA4	MAGEA3
MIR550A2	MIR550B1	MAGEA4	MAGEA9B
MIR550A2	MIR550B1	SYNJ2	INPP5K
MIR550A2	MIR550B1	SEMA4C	SEMA3D
MIR550A2	MIR550B1	GNS	ARSB
MIR550A2	MIR550B1	SMAD4	SMAD5
MIR550A2	MIR550B1	TRIM37	TRIM9
MIR550A2	MIR550B1	TRIM37	TRIM44
MIR550A2	MIR550B1	HERC3	HECTD1
MIR550A2	MIR550B1	VLDLR	LRP1B
MIR550A2	MIR550B1	DTNA	SPTBN1
MIR550A2	MIR550B1	DTNA	DST
MIR550A2	MIR550B1	DTNA	DMD
MIR550A2	MIR550B1	PTPN3	PTPN21
MIR550A2	MIR550B1	HUNK	PRKAA2
MIR550A2	MIR550B1	ZNF562	ZNF552
MIR550A2	MIR550B1	GNAZ	GNAO1
MIR550A2	MIR550B1	KLF6	KLF8
MIR550A2	MIR550B1	MYH10	MYO1E
MIR550A2	MIR550B1	ZNF708	ZNF510
MIR550A2	MIR550B1	ZNF708	RBAK
MIR550A2	MIR550B1	ZNF708	ZNF493
MIR550A2	MIR550B1	ZNF708	ZNF655
MIR550A2	MIR550B1	ITGA2	ITGA1
MIR550A2	MIR550B1	CMTM4	PLLP
MIR550A2	MIR550B1	HIVEP1	ZNF516
MIR550A2	MIR550B1	HIVEP1	BCL11B
MIR550A2	MIR550B1	PCDH20	PCDH9
MIR550A2	MIR550B1	DTNB	SPTBN1
MIR550A2	MIR550B1	DTNB	DST
MIR550A2	MIR550B1	DTNB	DMD
MIR550A2	MIR550B1	SYNCRIP	ELAVL1
MIR550A2	MIR550B1	MEGF8	ATRN
MIR550A2	MIR550B1	ZNF510	RBAK
MIR550A2	MIR550B1	ZNF510	ZNF493
MIR550A2	MIR550B1	ZNF510	ZNF655
MIR550A2	MIR550B1	HEPHL1	NRXN1
MIR550A2	MIR550B1	PLAG1	REST
MIR550A2	MIR550B1	RPS6KB1	RPS6KA1
MIR550A2	MIR550B1	ERBIN	LRRC27
MIR550A2	MIR550B1	SYT4	SYT9
MIR550A2	MIR550B1	ADCY1	NPR3
MIR550A2	MIR550B1	CDK6	CDK14
MIR550A2	MIR550B1	CDK6	CDK13
MIR550A2	MIR550B1	CDK6	PRPF4B
MIR550A2	MIR550B1	YTHDC1	YTHDF3
MIR550A2	MIR550B1	PAK3	STK4
MIR550A2	MIR550B1	PAK3	OXSR1
MIR550A2	MIR550B1	RFX3	RFX7
MIR550A2	MIR550B1	NTRK3	MET
MIR550A2	MIR550B1	NTRK3	PDGFRA
MIR550A2	MIR550B1	ZNF516	BCL11B
MIR550A2	MIR550B1	HIPK1	DYRK2
MIR550A2	MIR550B1	HIPK1	DYRK1A
MIR550A2	MIR550B1	ECHDC2	ECHDC1
MIR550A2	MIR550B1	TRIM44	TRIM9
MIR550A2	MIR550B1	DHFR2	DHFR
MIR550A2	MIR550B1	MGA	TBR1
MIR550A2	MIR550B1	GABRB3	GABRA4
MIR550A2	MIR550B1	MTM1	MTMR7
MIR550A2	MIR550B1	MTM1	MTMR4
MIR550A2	MIR550B1	DDX17	DDX24
MIR550A2	MIR550B1	MAGEA9B	MAGEA9
MIR550A2	MIR550B1	MAGEA9B	MAGEA6
MIR550A2	MIR550B1	MAGEA9B	MAGEA12
MIR550A2	MIR550B1	MAGEA9B	MAGEA3
MIR550A2	MIR550B1	PNRC2	PNRC1
MIR550A2	MIR550B1	SETD2	KMT2C
MIR550A2	MIR550B1	SETD2	NSD2
MIR550A2	MIR550B1	SETD2	KMT2A
MIR550A2	MIR550B1	SETD2	NSD3
MIR550A2	MIR550B1	SETD2	SETBP1
MIR550A2	MIR550B1	PBX1	MEIS1
MIR550A2	MIR550B1	MAGEA9	MAGEA6
MIR550A2	MIR550B1	MAGEA9	MAGEA12
MIR550A2	MIR550B1	MAGEA9	MAGEA3
MIR550A2	MIR550B1	NPAS3	HIF3A
MIR550A2	MIR550B1	PCDH8	PCDH17
MIR550A2	MIR550B1	MET	PDGFRA
MIR550A2	MIR550B1	MET	NTRK2
MIR550A2	MIR550B1	SOX4	SOX2
MIR550A2	MIR550B1	RBAK	ZNF493
MIR550A2	MIR550B1	RBAK	ZNF655
MIR550A2	MIR550B1	PRTG	DSCAML1
MIR550A2	MIR550B1	PPP2R5E	PPP2R5C
MIR550A2	MIR550B1	NSD3	KMT2C
MIR550A2	MIR550B1	NSD3	KMT2A
MIR550A2	MIR550B1	NSD3	SETBP1
MIR550A2	MIR550B1	RAP1A	RAP2C
MIR550A2	MIR550B1	MTMR7	MTMR4
MIR550A2	MIR550B1	ZNF493	ZNF655
MIR550A2	MIR550B1	RAB18	RAB21
MIR550A2	MIR550B1	RAB18	RAB5B
MIR550A2	MIR550B1	CDK14	CDK13
MIR550A2	MIR550B1	CDK14	PRPF4B
MIR550A2	MIR550B1	CACNA1B	SCN11A
MIR550A2	MIR550B1	HTR2C	HTR5A
MIR550A2	MIR550B1	MAGEA12	MAGEA6
MIR550A2	MIR550B1	MAGEA12	MAGEA3
MIR550A2	MIR550B1	NSD2	KMT2C
MIR550A2	MIR550B1	NSD2	KMT2A
MIR550A2	MIR550B1	NSD2	SETBP1
MIR550A2	MIR550B1	OXSR1	STK4
MIR550A2	MIR550B1	NTRK2	PDGFRA
MIR550A2	MIR550B1	KCNQ5	KCNF1
MIR550A2	MIR550B1	CXCR1	CX3CR1
MIR550A2	MIR550B1	SOX11	SOX2
MIR550A2	MIR550B1	MAGEA6	MAGEA3
MIR550A2	MIR550B1	USP1	USP3
MIR550A2	MIR550B1	KMT2C	KMT2A
MIR550A2	MIR550B1	KMT2C	SETBP1
MIR550A2	MIR550B1	BRD3	BAZ2B
MIR550A2	MIR550B1	DST	SPTBN1
MIR550A2	MIR550B1	DST	DMD
MIR550A2	MIR550B1	TBC1D17	TBC1D2B
MIR550A2	MIR550B1	SPTBN1	DMD
MIR550A2	MIR550B1	RAB5B	RAB21
MIR550A2	MIR550B1	DYRK1A	DYRK2
MIR550A2	MIR550B1	KMT2A	SETBP1
MIR550A2	MIR550B1	PRPF4B	CDK13
MIR550A3	MIR550B1	NPAS3	HIF3A
MIR550A3	MIR550B1	HIVEP1	ZNF516
MIR550A3	MIR550B1	HIVEP1	BCL11B
MIR550A3	MIR550B1	ZNF705A	ZNF763
MIR550A3	MIR550B1	SYNCRIP	ELAVL1
MIR550A3	MIR550B1	PCDH8	PCDH17
MIR550A3	MIR550B1	MAPK6	MAPK14
MIR550A3	MIR550B1	IGF1R	PDGFRA
MIR550A3	MIR550B1	IGF1R	NTRK2
MIR550A3	MIR550B1	THRB	PPARA
MIR550A3	MIR550B1	MYO1E	MYH10
MIR550A3	MIR550B1	KMT2C	KMT2A
MIR550A3	MIR550B1	KMT2C	SETD2
MIR550A3	MIR550B1	RAP1A	RAP2C
MIR550A3	MIR550B1	BRD3	KAT2A
MIR550A3	MIR550B1	MTMR7	MTM1
MIR550A3	MIR550B1	RAB18	RAB21
MIR550A3	MIR550B1	RAB18	RAB5B
MIR550A3	MIR550B1	ERBIN	LRRC27
MIR550A3	MIR550B1	CDK6	CDK13
MIR550A3	MIR550B1	CDK6	PRPF4B
MIR550A3	MIR550B1	PAK3	STK4
MIR550A3	MIR550B1	HTR2C	HTR5A
MIR550A3	MIR550B1	GNAI3	GNAO1
MIR550A3	MIR550B1	DNAJC24	DNAJC16
MIR550A3	MIR550B1	RAB5B	RAB21
MIR550A3	MIR550B1	BCL11B	ZNF516
MIR550A3	MIR550B1	DYRK1A	DYRK2
MIR550A3	MIR550B1	ARSB	GNS
MIR550A3	MIR550B1	TRIM44	TRIM9
MIR550A3	MIR550B1	DHFR2	DHFR
MIR550A3	MIR550B1	KMT2A	SETD2
MIR550A3	MIR550B1	NTRK2	PDGFRA
MIR550A3	MIR550B1	PRPF4B	CDK13
MIR550A3	MIR550B2	NPAS3	HIF3A
MIR550A3	MIR550B2	HIVEP1	ZNF516
MIR550A3	MIR550B2	HIVEP1	BCL11B
MIR550A3	MIR550B2	ZNF705A	ZNF763
MIR550A3	MIR550B2	SYNCRIP	ELAVL1
MIR550A3	MIR550B2	PCDH8	PCDH17
MIR550A3	MIR550B2	MAPK6	MAPK14
MIR550A3	MIR550B2	IGF1R	PDGFRA
MIR550A3	MIR550B2	IGF1R	NTRK2
MIR550A3	MIR550B2	THRB	PPARA
MIR550A3	MIR550B2	MYO1E	MYH10
MIR550A3	MIR550B2	KMT2C	KMT2A
MIR550A3	MIR550B2	KMT2C	SETD2
MIR550A3	MIR550B2	RAP1A	RAP2C
MIR550A3	MIR550B2	BRD3	KAT2A
